specname,classification,spectral_type,forb_visual_comments,halpha_profile_comments,l6300,l6363,l6548,l6584,l6717,l6732,lamost_design_id,_RAJ2000,_DEJ2000,subclass,snru,snrg,snrr,snri,snrz,2MASS,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,X,AllWISE,W1mag,W2mag,W3mag,W4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,qph,B-V,e_B-V,Vmag,e_Vmag,Bmag,e_Bmag,objID_panstarrs,Av,Av_lower,Av_upper,n(J-K),n(K-W2),(J-H)_0,(H-K)_0,(W1-W2)_0,(W2-W3)_0,e_(J-H)_0,e_(H-K)_0,(BP-RP)_0,abs_Vmag,abs_Vmag_u,abs_Vmag_l,e_absV_u,e_absV_l,Name_our,Name_unique,source_id,ra,ra_error,dec,dec_error,parallax_x,parallax_error_x,parallax_over_error,pm,pmra,pmra_error_x,pmdec_x,pmdec_error_x,ruwe,duplicated_source,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_bp_rp_excess_factor,bp_rp,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,r_med_geo,r_lo_geo,r_hi_geo,r_med_photogeo,r_lo_photogeo,r_hi_photogeo,(B-V)_0,
spec-56581-GAC081N30M1_sp05-139.fits.gz,Em[e],,yes- ns; oi,Symmetric Double Peak; peak below continuum,yes,maybe,no,yes,yes,yes,LAMOST J052846.77+290727.5,82.194882,29.124321,A1V,1.68,13.83,20.1,24.83,16.69,05284676+2907274,16.625,16.7,17.006,0.114,,,BUU,200,0,J052846.74+290727.4,16.944,16.631,12.331,9.006,0.132,,,,BUUU,,,,,,,1.4294082194869E+017,1.15096796406508,0.986543957531452,1.50722003266811,-3.52217391655488,-2.44569662777101,-0.203908411975288,-0.36700130209545,0.313000000000002,4.3,,,,,,,,,LEMC 2805,LEMC 2805,3.44553123854844E+018,82.19484894862,0.1235,29.12431776073,0.0905,0.1772,0.1322,1.3407,0.641,0.225,0.15,-0.6,0.106,1.098,false,17.76493,18.109367,17.29219,1.179,0.817177,0.0031,0.014122,0.012441,4438.9316,3140.2869,6379.3154,6396.799,5510.1157,7452.142,,
spec-56945-HD203416N432139B01_sp06-059.fits.gz,Em[e],,yes- ns,Single Peak; peak above continuum,yes,maybe,yes,yes,yes,yes,LAMOST J204718.09+425551.7,311.825384,42.931045,A2V,1.41,13.77,42.44,70.05,57.74,20471809+4255518,13.443,12.97,12.761,0.035,0.038,0.03,AAA,222,0,J204718.11+425551.6,12.553,12.541,11.919,8.891,0.025,0.03,,,AAUU,,,,,,,1.59513118253918E+017,3.80915596079826,3.79135445227623,3.83655993466377,-2.53945648787184,-2.88993467691744,0.046374532390594,0.007114734077694,0.012000000000001,0.621999999999998,0.051662365412358,0.048414873747641,,,,,,,LEMC 2808,LEMC 2808,2.06669363383859E+018,311.82538577987,0.023,42.93104080472,0.0261,0.4095,0.0291,14.0518,6.251,-3.344,0.03,-5.281,0.032,0.987,false,15.976786,16.918402,14.996274,1.343,1.922128,0.00279,0.004483,0.003943,2284.8704,2152.185,2438.238,2263.7935,2127.4805,2396.7808,,
spec-57728-HIP29425K201_sp06-053.fits.gz,Em[e],,yes- ns,Single Peak; peak above continuum,yes,maybe,yes,yes,yes,yes,LAMOST J062050.12+230503.6,95.208859,23.084346,A2V,4.48,13.76,20.41,32.31,32.35,06205012+2305036,10.325,9.494,9.21,0.023,0.032,0.02,AAA,222,0,J062050.12+230503.5,9.005,9.015,8.842,8.534,0.023,0.019,0.039,0.413,AAAC,,,,,,,1.35700952088062E+017,2.23180696175098,2.21972400653362,2.26793315863609,-1.36853092990585,-2.76864672305251,0.58103762028389,0.165714231027197,-0.01,0.173,0.039408120990476,0.037735924528227,,,,,,,LEMC 2810_1,LEMC 2810,3.37745490739391E+018,95.20887657421,0.0137,23.08431600568,0.0121,0.5545,0.0161,34.4831,6.737,2.005,0.017,-6.431,0.012,1.15,false,13.297103,14.54275,12.199214,1.387,2.343536,0.002782,0.003794,0.003844,1670.309,1621.6876,1720.9346,1641.7085,1598.7435,1689.3501,,
spec-56948-HD052351N362354V_sp02-142.fits.gz,Em[e],,yes- ns,Single Peak; peak above continuum,yes,maybe,yes,yes,maybe,maybe,LAMOST J051727.81+344343.0,79.365876,34.728633,A2V,3.08,13.69,23.64,25.02,16.39,05172780+3443430,11.465,10.974,10.242,0.02,0.016,0.018,AAA,222,0,J051727.80+344343.1,9.056,8.249,6.958,6.042,0.023,0.02,0.018,0.052,AAAA,0.773,0.017,13.403,0.01,14.176,0.015,1.49670793658825E+017,1.89087599346638,1.89087599346638,1.89087599346638,-1.09168332944026,-0.54830596335404,0.279221888731765,0.631783572346281,0.807,1.291,0.025612496949731,0.024083189157585,0.173592310071158,-0.382327054612781,-0.240605135062199,-0.533458233269646,0.141721919550582,0.151131178656865,LEMC 2815,LEMC 2815,1.82110328500534E+017,79.36588567781,0.0136,34.728636551,0.0092,0.4121,0.0157,26.1878,1.432,0.533,0.018,-1.33,0.013,0.966,false,13.086283,13.579538,12.405376,1.249,1.174162,0.002776,0.003009,0.003846,2202.7021,2126.696,2268.8035,2215.4656,2149.9358,2290.5413,0.163040002107619,
spec-56994-HD230130N570619V01_sp14-108.fits.gz,Em[e],,yes- ns,Single Peak; peak above continuum,yes,no,maybe,yes,maybe,maybe,LAMOST J224632.47+574706.9,341.635314,57.785257,A7V,2.78,13.68,20.39,18.8,14.15,22463247+5747068,12.699,12.501,12.377,0.023,0.03,0.025,AAA,222,0,J224632.47+574707.0,12.196,12.212,9.246,6.779,0.024,0.025,0.038,0.073,AAAA,0.779,0.121,13.995,0.06,14.774,0.105,1.77343416353283E+017,0.945389892935753,0.928715516006947,0.962645353937149,-2.30344081264017,-2.68142296591323,0.092116331991198,0.073894335674404,-0.016,2.966,0.037802116342872,0.039051248379533,0.479311403939366,1.48732969469634,1.56338762375848,1.4086208416126,0.076057929062134,0.078708853083747,LEMC 2817,LEMC 2817,2.00736298997661E+018,341.63528453113,0.0116,57.78524684758,0.0108,0.46,0.0138,33.364,2.975,-2.924,0.016,-0.544,0.013,1.036,false,13.860143,14.191947,13.355895,1.204,0.836052,0.002764,0.002899,0.003817,2062.22,2009.6838,2120.9143,2028.3752,1963.6652,2083.6484,0.474035518407822,
spec-57745-GAC089S00M1_sp03-222.fits.gz,Em[e],,yes-ns,Single Peak; peak above continuum,yes,no,yes,yes,yes,yes,LAMOST J055419.97-003838.1,88.583214,-0.643941,A5V,1.92,13.64,16.41,26.99,18.89,05541996-0038380,15.74,15.982,15.453,0.065,0.134,0.19,ABC,222,0,J055419.97-003839.0,15.265,15.347,12.38,9.122,0.041,0.105,,,AAUU,,,,,,,1.07220885832278E+017,1.2605839411974,1.2605839411974,1.2605839411974,-2.4524627014404,-2.78352014851924,-0.38318540141411,0.462189051116539,-0.082000000000001,2.967,0.148932870784122,0.23249946236497,,,,,,,LEMC 2818,LEMC 2818,3.21841958704579E+018,88.58324167927,0.0714,-0.64392014841,0.0645,0.0944,0.0842,1.1215,0.415,0.02,0.083,0.414,0.076,1.103,false,17.106876,17.488428,16.557844,1.208,0.930584,0.002913,0.012101,0.007334,4821.3916,3649.294,6585.2837,4872.628,3960.6484,6388.7334,,
spec-56218-GAC083N27B2_sp08-015.fits.gz,Em[e],,yes- ns,Single Peak; peak below continuum,yes,no,no,yes,yes,yes,LAMOST J053956.16+265601.5,84.98401,26.93375,A2V,1.56,13.6,27.72,36.1,26.44,05395616+2656013,14.268,13.971,13.918,0.034,0.045,0.052,AAA,222,0,J053956.10+265601.9,13.587,13.569,11.947,8.634,0.03,0.04,,,AAUU,,,,,,,1.40320849840191E+017,2.19231986932755,2.05962574827671,2.32933990199566,-2.61850165847402,-2.57748364645968,0.051460174635315,-0.063192953074361,0.017999999999999,1.622,0.056400354608814,0.068767724987817,,,,,,,LEMC 2821,LEMC 2821,3.44161485114471E+018,84.98401640337,0.0367,26.93371516288,0.0281,0.2357,0.0439,5.3729,1.939,0.669,0.049,-1.82,0.027,1.064,false,15.79587,16.245758,15.158386,1.236,1.087372,0.002776,0.004365,0.004104,3730.0276,3207.668,4496.518,3294.2424,2938.7139,3673.215,,
spec-56228-GAC090N26B2_sp10-248.fits.gz,Em[e],,yes- oi,Single Peak; peak below continuum,no,maybe,no,maybe,maybe,no,LAMOST J055619.02+262636.4,89.079265,26.443456,A7V,2.56,13.58,19.02,28.08,21.97,05561902+2626365,13.934,13.645,13.498,0.023,0.026,0.034,AAA,222,0,J055619.02+262636.7,13.285,13.226,12.246,8.884,0.028,0.034,,,AAUU,,,,,,,1.39730890793053E+017,0.739907947731018,0.657695985299349,1.06875596079826,-2.05593878363167,-2.53147795948121,0.206130309854127,0.107784878770256,0.059000000000001,0.98,0.03471310991542,0.042801869118065,,,,,,,LEMC 2822,LEMC 2822,3.43065515975773E+018,89.07927150716,0.0398,26.44345310374,0.0336,0.5266,0.0365,14.4293,3.65,0.713,0.042,-3.58,0.032,0.926,false,15.2162,15.602915,14.651983,1.216,0.950932,0.002778,0.003708,0.004032,1783.6942,1660.476,1914.0533,1767.0969,1675.0115,1882.0576,,
spec-57387-GAC059N38B1_sp01-022.fits.gz,Em[e],,yes- ns,Single Peak; peak above continuum,yes,maybe,yes,yes,yes,yes,LAMOST J035856.30+362812.6,59.734586,36.470188,A1IV,3.25,13.5,20.49,21.2,12.61,03585629+3628126,14.957,14.807,14.633,0.041,0.075,0.077,AAA,222,0,J035856.30+362812.4,14.667,14.792,11.565,7.971,0.036,0.078,0.263,,AABU,0.512,0.076,16.095,0.068,16.607,0.035,1.51760597346015E+017,0.876927980399132,0.876927980399132,0.876927980399132,-2.28030989553155,-3.06903571290143,0.051784066195298,0.127522817038847,-0.125,3.227,0.085475142585432,0.107489534374282,0.234013830213475,2.56857752785732,2.9611543285746,2.12134664050523,0.392576800717281,0.447230887352093,LEMC 2827,LEMC 2827,2.2025451716975E+017,59.73460582762,0.0378,36.47020735734,0.0254,0.2065,0.047,4.3904,4.108,3.149,0.054,-2.638,0.039,0.956,false,16.009718,16.209396,15.524711,1.261,0.684686,0.002805,0.004883,0.005147,3845.5764,3286.9277,4726.3633,3979.3066,3450.3052,4679.38,0.229120006322861,
spec-56266-GAC080N32V1_sp15-060.fits.gz,Em[e],,yes- ns,Single Peak; peak above continuum,no,no,maybe,yes,no,no,LAMOST J051422.84+333212.3,78.595208,33.536758,A2V,2.79,13.49,33.11,64.56,61.55,05142284+3332123,11.772,10.974,10.768,0.019,0.016,0.019,AAA,222,0,J051422.84+333212.2,10.599,10.679,10.58,8.902,0.022,0.019,0.122,,AABU,1.572,0.109,15.165,0,16.736,0.109,1.48240785952065E+017,1.53462400653362,1.43393205969334,1.54622772052288,-1.34958822367894,-2.8305596356046,0.626122111268235,0.124664927653719,-0.08,0.099,0.024839484696749,0.024839484696749,1.08552418992884,0.864003804803535,1.12019938069186,0.577446730831721,0.256195575888329,0.286557073971814,LEMC 2828,LEMC 2828,1.81918738599083E+017,78.59521374508,0.0227,33.5367487494,0.0126,0.2786,0.0236,11.8189,3.849,1.324,0.031,-3.614,0.02,1.035,false,14.326798,15.324953,13.342112,1.332,1.982842,0.002766,0.003244,0.003816,3092.797,2848.5469,3360.3054,3010.0562,2817.767,3176.4065,1.07695999789238,
spec-55960-GAC_101N09_V2_sp05-169.fits.gz,Em[e],,yes- ns,Single Peak; peak above continuum,yes,maybe,maybe,yes,yes,maybe,LAMOST J064441.47+090058.2,101.1728,9.016182,A5V,0,13.48,12.41,19.31,17.23,06444147+0900582,12.739,12.564,12.426,0.024,0.026,0.034,AAA,222,0,J064441.46+090058.2,12.367,12.358,12.329,8.928,0.023,0.025,,,AAUU,0.639,0.04,14.022,0.033,14.662,0.021,1.1881101172803E+017,0.959139983665943,0.959139983665943,0.959139983665943,-2.32226427034369,-2.80076123297661,0.067576321829415,0.087165580865707,0.009000000000002,0.028999999999998,0.035383612025908,0.042801869118065,0.334952625177896,1.03720843475298,1.28339476372766,0.762272641931592,0.246186328974678,0.274935792821387,LEMC 2829,LEMC 2829,3.13444765494946E+018,101.17280193279,0.0192,9.01618074504,0.0219,0.4372,0.0262,16.6835,1.841,0.574,0.025,-1.75,0.018,0.97,false,13.891084,14.234095,13.373687,1.207,0.860408,0.002778,0.003089,0.004,2119.668,2001.0255,2239.9685,2086.6013,1997.9523,2204.653,0.329600005269051,
spec-57030-GAC088N22B1_sp11-118.fits.gz,Em[e],,yes- oi,Single Peak; peak above continuum,yes,no,maybe,maybe,maybe,no,LAMOST J055607.13+243347.4,89.029737,24.563181,A9V,2.89,13.43,12.12,21.17,14.31,05560713+2433474,14.099,13.85,13.693,0.03,0.038,0.04,AAA,222,0,J055607.14+243347.0,13.47,13.36,11.963,8.928,0.027,0.033,,,AAUU,0.778,0.22,15.817,0.107,16.596,0.193,1.37470890297316E+017,1.78125993466377,1.65094421563149,1.89087599346638,-2.40708090615837,-2.5574157390203,0.049498887317658,0.06259322346282,0.110000000000001,1.397,0.048414873747641,0.055172456896535,0.213340600711585,0.630142518961871,1.0280947936286,0.168179881908459,0.397952274666732,0.461962637053412,LEMC 2833_1,LEMC 2833,3.42802663977352E+018,89.02973210502,0.0329,24.56318724124,0.0276,0.156,0.0379,4.1172,0.701,0.413,0.042,-0.566,0.029,1.05,false,15.577887,16.007793,14.945065,1.242,1.062729,0.002797,0.005748,0.00413,5084.5654,4281.9673,5902.7603,4408.974,3769.937,5084.576,0.203400021076203,
spec-56936-HD202734N382625B01_sp14-152.fits.gz,Em[e],,yes- oi; wavy; noisy,Single Peak; peak above continuum,no,no,no,maybe,maybe,no,LAMOST J201819.00+385148.1,304.579182,38.863384,A0III,3.54,13.42,26.77,22.7,19.22,20181900+3851481,12.752,12.488,12.34,0.022,0.029,0.025,AAA,222,0,,,,,,,,,,,1.016,0.077,14.95,0.031,15.966,0.07,1.54633045791837E+017,2.80752774677277,2.60362595822811,3.31415400123596,-2.69449274102783,,-0.050443107638549,-0.000798970578957,,,0.036400549446403,0.038288379438153,0.126013704273032,-0.642579709749906,-0.48364956413371,-0.813230606421181,0.158930145616196,0.170650896671274,LEMC 2835,LEMC 2835,2.0613496637491E+018,304.5791828255,0.012,38.86334728962,0.015,0.2719,0.0163,16.6777,7.312,-3.836,0.017,-6.225,0.02,1.029,false,14.553878,15.161181,13.783944,1.27,1.377237,0.00282,0.004735,0.004274,3331.661,3134.3225,3528.8418,3299.1855,3083.379,3539.3516,0.110345888137816,
spec-57732-GAC091N00B2_sp16-189.fits.gz,Em[e],,yes,Single Peak; peak above continuum,maybe,no,maybe,maybe,yes,maybe,LAMOST J060124.06+012844.6,90.350259,1.479078,B9,3.39,13.39,20.31,23.45,15.45,06012406+0128446,15.076,14.794,14.719,0.049,0.071,0.108,AAA,222,0,J060124.06+012844.5,14.557,14.398,12.495,8.858,0.034,0.051,,,AAUU,0.426,0.186,15.961,0.023,16.387,0.184,1.09770903502665E+017,1.12356399019957,1.12356399019957,1.12356399019957,-2.29734549360978,-2.5087605334474,0.156160833097646,0.015451108519422,0.159000000000001,1.903,0.086267027304759,0.129247823966208,0.069830215106736,1.0023958164012,1.46693389813634,0.490564577935231,0.464538081735146,0.511831238465968,LEMC 2838,LEMC 2838,3.31489558628657E+018,90.35027623095,0.0311,1.47904995572,0.0276,0.0844,0.0387,2.1836,0.695,0.394,0.039,-0.573,0.035,1.019,false,15.851792,16.072266,15.467255,1.192,0.605011,0.002802,0.003635,0.004598,6325.5244,5269.373,7855.039,5520.268,4729.118,6371.2817,0.063560003161429,
spec-57015-GAC082N38M1_sp11-189.fits.gz,Em[e],,yes- oi,Single Peak; peak below continuum,maybe,maybe,maybe,maybe,no,no,LAMOST J053109.09+401822.4,82.787899,40.306224,A1IV,1.69,13.38,23.42,31.47,18.64,05310908+4018223,16.283,15.483,15.032,0.129,0.122,,BBU,220,0,J053109.16+401822.0,15.371,15.914,12.546,8.999,0.042,0.157,,,ABUU,,,,,,,1.56360827878818E+017,1.17837193793058,1.01394801306725,1.53462400653362,-0.839104802092808,-3.9776713752294,0.668022342951778,0.388546287289678,-0.543000000000003,3.368,0.177552809045647,,,,,,,,LEMC 2840,LEMC 2840,1.93846580036569E+017,82.78789190497,0.0882,40.30620539568,0.068,0.1812,0.1043,1.737,1.835,-0.39,0.13,-1.794,0.09,1.028,false,17.314644,17.743177,16.74102,1.203,1.002157,0.003069,0.011111,0.009837,5477.9424,3613.3682,8395.496,4437.0767,3643.9033,5521.1265,,
spec-57750-GAC081N11M1_sp07-018.fits.gz,Em[e],,yes- ns,Single Peak; peak above continuum,yes,maybe,yes,yes,yes,yes,LAMOST J052935.56+094733.3,82.398206,9.792592,A1IV,1.43,13.36,18.37,19.6,11.91,05293556+0947331,15.911,15.899,15.496,0.075,0.166,0.153,ACB,222,0,,,,,,,,,,,,,,,,,1.19750823982072E+017,0.739907947731018,0.739907947731018,0.739907947731018,-2.09056572383654,,-0.070869690145875,0.363784878770258,,,0.182156526097749,0.225754291210599,,,,,,,LEMC 2841,LEMC 2841,3.33812720182984E+018,82.39820807027,0.0594,9.79259416717,0.0412,0.1052,0.067,1.5701,1.248,1.198,0.077,-0.35,0.047,1.061,false,16.674564,16.89015,16.32535,1.175,0.5648,0.002851,0.006035,0.005311,5181.3184,4186.9385,7003.2725,5554.2695,4548.7114,7303.5635,,
spec-56658-GAC096N23B1_sp10-055.fits.gz,Em[e],,yes- ns,Single Peak; peak above continuum,no,no,maybe,yes,yes,yes,LAMOST J061702.52+231109.3,94.260508,23.185938,A1IV,1.88,13.26,19.65,30.54,17.46,06170252+2311093,13.551,13.251,13.008,0.028,0.032,0.032,AAA,222,0,J061702.52+231109.4,12.859,12.827,11.461,8.7,0.026,0.029,,,AAUU,,,,,,,1.35820942605354E+017,2.76780397386551,2.76780397386551,2.79520794773102,-2.46697878889865,-2.83723042112437,-0.009994045072938,0.096306389385128,0.032000000000002,1.366,0.042520583250939,0.045254833995939,,,,,,,LEMC 2848,LEMC 2848,3.37713179271093E+018,94.26052467151,0.0394,23.18594540587,0.0353,0.3581,0.0455,7.875,0.302,0.037,0.049,-0.299,0.038,1.162,false,15.506294,16.176828,14.69192,1.282,1.484908,0.002799,0.003715,0.004188,2577.6057,2347.6025,2952.3079,2432.3906,2224.6516,2602.4722,,
spec-57720-GAC099N10M1_sp13-237.fits.gz,Em[e],,yes- ns,Single Peak; peak above continuum,yes,maybe,yes,yes,yes,yes,LAMOST J064310.91+112155.4,100.79548,11.36539,A2V,1.79,13.24,13.31,15.78,9.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEMC 2850,LEMC 2850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57752-GAC096N08B1_sp13-035.fits.gz,Em[e],,yes- ns,Single Peak; peak above continuum,maybe,maybe,yes,yes,yes,yes,LAMOST J063401.68+091106.0,98.507002,9.185028,A9V,0.8,13.16,20,24.53,16.97,06340168+0911064,15.288,15.084,15.151,0.07,0.098,0.166,AAC,222,0,J063401.64+091106.7,14.894,15.01,11.625,8.797,0.091,0.155,,,ABUU,,,,,,,1.19020985070043E+017,1.56202798039913,1.33262472726107,2.00049188892841,-2.78712499359685,-2.76992904595128,0.029052866195296,-0.149787482961152,-0.116,3.385,0.120432553738597,0.192769292160344,,,,,,,LEMC 2856,LEMC 2856,3.32644032094053E+018,98.50699496063,0.0646,9.18511050076,0.0651,0.1806,0.0754,2.3943,1.086,-0.066,0.073,-1.084,0.064,1.012,false,16.880842,17.338385,16.239809,1.236,1.098576,0.002918,0.00955,0.009624,5103.641,3711.5874,7899.9263,3703.1519,3155.4612,4862.653,,
spec-57787-GAC103N06B2_sp16-212.fits.gz,Em[e],,yes- ns,Single Peak; peak above continuum,yes,maybe,maybe,yes,yes,yes,LAMOST J064756.68+083441.6,101.98619,8.578229,A3V,2.62,13.15,13.44,11.28,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEMC 2857,LEMC 2857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-56965-GAC081N30M2_sp02-106.fits.gz,Em[e],,yes- oi,Single Peak; peak below continuum,yes,maybe,no,no,no,maybe,LAMOST J052322.02+281011.3,80.841755,28.169832,A2IV,2.62,13.06,18.03,21.84,14.55,05232201+2810111,16.226,16.225,15.737,0.092,0.194,0.185,ACC,222,0,,,,,,,,,,,,,,,,,1.41800808417844E+017,1.23317996733189,1.23317996733189,1.23317996733189,-2.11144570467684,,-0.137116156341174,0.422641461731411,,,0.214709105535839,0.268069020962886,,,,,,,LEMC 2859,LEMC 2859,3.44554216494355E+018,80.84179320938,0.1151,28.16982787281,0.0797,0.2467,0.125,1.9743,0.784,0.674,0.132,-0.4,0.092,1.116,false,17.57912,17.921804,17.05885,1.209,0.862955,0.002995,0.010422,0.007975,3843.1533,2474.1921,5854.1343,5350.155,4252.5054,6047.187,,
spec-57720-GAC099N10M1_sp08-107.fits.gz,Em[e],,yes- ns,Single Peak; peak above continuum,maybe,no,yes,yes,yes,yes,LAMOST J064037.60+094215.7,100.15667,9.704364,A5,2.06,13.04,33.62,68.33,65.4,06403759+0942156,13.806,13.352,13.057,0.026,0.033,0.034,AAA,222,0,J064037.62+094215.9,12.484,12.757,9.681,6.838,0.032,0.089,0.178,,AABU,,,,,,,1.19641001566636E+017,3.67213576478958,3.61732781705856,3.67213576478958,-2.38928591480621,-2.77942386983975,0.042720794343566,0.100376804466152,-0.272999999999998,3.076,0.0420119030752,0.047381430961929,,,,,,,LEMC 2861,LEMC 2861,3.3267107664402E+018,100.15665604184,0.0485,9.70435558669,0.0432,0.2436,0.055,4.4286,1.459,0.038,0.067,-1.458,0.052,1.146,false,16.220854,17.102537,15.27584,1.327,1.826697,0.002886,0.006591,0.004484,3355.7205,2867.4666,4085.7197,3571.6294,2881.6729,5279.7227,,
spec-56609-GAC093N22M1_sp13-096.fits.gz,Em[e],,yes- ns,Single Peak; peak above continuum,maybe,no,yes,yes,yes,yes,LAMOST J061943.18+225653.1,94.929931,22.948084,A2IV,0.86,13.04,19.4,27.13,16.23,06194318+2256531,15.656,15.571,15.33,0.063,0.132,0.15,ABB,222,0,J061943.19+225653.0,15.254,15.389,12.124,8.772,0.047,0.131,,,ABUU,,,,,,,1.35530949299418E+017,1.5610992259264,1.47981589546204,1.76919641697407,-2.47521347568977,-3.01317132361233,-0.089843113303758,0.1582617410259,-0.135,3.265,0.146263460918987,0.19980990966416,,,,,,,LEMC 2862,LEMC 2862,3.37742669804933E+018,94.92994381354,0.0728,22.94808361618,0.0631,0.2798,0.0805,3.4776,0.543,0.246,0.099,-0.484,0.076,1.032,false,17.15872,17.633049,16.506973,1.236,1.126076,0.002898,0.01292,0.007568,3478.0334,2695.65,4780.389,3093.562,2582.6274,3677.1743,,
spec-57693-GAC096N08B1_sp13-006.fits.gz,Em[e],,yes- ns,Single Peak; peak above continuum,yes,yes,yes,yes,yes,maybe,LAMOST J063316.08+092311.0,98.317022,9.386413,A2V,1.32,12.95,12.17,13.19,8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEMC 2868,LEMC 2868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spec-57016-M31025N30M1_sp14-225.fits.gz,Em[e],,yes- ns,Single Peak; peak above continuum,yes,yes,yes,yes,yes,yes,LAMOST J013338.71+303451.3,23.411333,30.580944,A9V,2.31,12.9,15.25,22.35,13.87,,,,,,,,,,,J013338.76+303451.0,14.843,14.692,9.399,7.8,0.08,0.088,0.055,0.177,AAAB,,,,,,,1.44690234111738E+017,0,0,0,,,,,0.151,5.293,,,,,,,,,LEMC 2871,LEMC 2871,3.03377871110734E+017,23.41117174637,0.1372,30.5808895221,0.1076,0.0515,0.1582,0.3257,0.327,-0.027,0.168,0.326,0.119,1.013,false,18.211037,18.377676,18.048084,1.111,0.329592,0.003082,0.015784,0.018997,3398.1794,2716.1787,4286.6865,4149.421,2913.218,6696.8237,,
spec-57828-HIP29425K201_sp08-144.fits.gz,Em[e],,yes- ns,Single Peak; peak below continuum,yes,yes,no,maybe,yes,maybe,LAMOST J061605.63+223419.9,94.023478,22.572198,A7V,0.98,12.88,29.17,48.29,39.93,06160563+2234198,12.339,11.623,11.415,0.023,0.032,0.022,AAA,222,0,J061605.64+223419.8,11.275,11.3,12.307,8.96,0.023,0.022,0.491,,AACU,,,,,,,1.35080940234937E+017,1.96529297645092,1.9456839411974,1.9860965212822,-1.60626327273229,-2.84034689750039,0.495887186637498,0.103839472248101,-0.025,-1.007,0.039408120990476,0.038832975677895,,,,,,,LEMC 2873,LEMC 2873,3.37707643487472E+018,94.02349795667,0.0277,22.57217031016,0.0231,0.5139,0.0285,18.0226,5.847,-3.631,0.034,-4.583,0.024,1.01,false,14.819691,15.80889,13.833152,1.336,1.975739,0.002789,0.003887,0.003928,1791.2601,1713.3375,1891.3784,1810.0227,1718.8842,1901.2048,,
spec-57009-GAC091N23M1_sp16-212.fits.gz,Em[e],,yes- oi,Single Peak; peak above continuum,yes,no,no,maybe,maybe,maybe,LAMOST J055926.33+252824.2,89.859727,25.47341,A2IV,1.2,12.88,26.62,32.97,21.79,05592633+2528242,15.13,14.918,14.776,0.036,0.066,0.086,AAA,222,0,J055926.32+252824.3,14.767,15.018,12.47,8.658,0.037,0.088,,,AAUU,,,,,,,1.38560898597299E+017,1.13129751275778,1.04135198693275,1.73210389728546,-2.30453256663587,-3.1944827795216,0.08529467857113,0.082041231823837,-0.250999999999998,2.548,0.07517978451685,0.108406641862941,,,,,,,LEMC 2874,LEMC 2874,3.42960265225316E+018,89.85974833073,0.0526,25.47339205017,0.0446,0.2632,0.0545,4.8275,0.348,0.346,0.066,-0.038,0.049,1.019,false,16.548693,16.971125,15.943606,1.226,1.027518,0.002853,0.01019,0.005351,3556.9324,2978.5903,4262.4224,3341.4749,2887.917,4034.7427,,
spec-57659-GAC065N46B2_sp08-246.fits.gz,Em[e],,yes- oi,Single Peak; peak above continuum,yes,no,no,no,no,no,LAMOST J042649.48+460629.8,66.706168,46.108293,A5,0.81,12.73,40.11,70.03,65.97,04264947+4606297,13.216,12.806,12.582,0.023,0.024,0.023,AAA,222,0,J042649.48+460629.8,12.364,12.248,11.746,8.515,0.023,0.025,0.275,,AABU,,,,,,,1.63330667061421E+017,3.4737142156601,3.4255,3.48030794773102,-2.5214277897397,-2.71897394466337,0.020944007846069,0.039893146570013,0.116000000000001,0.502000000000001,0.033241540277189,0.033241540277189,,,,,,,LEMC 2881,LEMC 2881,2.56821215895538E+017,66.70615677635,0.0363,46.10825839424,0.0181,0.2197,0.0413,5.3173,1.365,0.147,0.048,-1.357,0.03,0.95,false,15.580174,16.523914,14.601279,1.341,1.922635,0.002778,0.004137,0.003931,3941.5637,3413.84,4639.65,4261.274,3377.5117,5044.4165,,
